"research_id","status_id","date_at","history_note","instant_name","history_id"
355,2,"2004-06-18","Inicio de investigacion","Nuevo",8207
355,4,"2006-06-20","Culminado al 20-06-2006 presento :  -Articulo cientifico","Culminado",8208
356,4,"2006-07-31","Culminado al 31-07-2006 presento :  -Informe final -Articulo cientifico","Culminado",9084
356,3,"2006-09-22","Presento informe al 20/09/2006","En Ejecucion",1077
356,3,"2007-03-13","Presento informe al 18/12/2006","En Ejecucion",1075
356,3,"2007-03-21","Presento informe final 20/03/2007","En Ejecucion",1076
358,3,"2007-03-13","Presento informe al 18/12/2006","En Ejecucion",1078
358,3,"2007-03-20","Presento informe al 20/03/2007","En Ejecucion",1079
358,3,"2007-06-20","Presento informe al 20/06/2007","En Ejecucion",1080
358,3,"2007-09-21","Presento informe al 20/09/2007","En Ejecucion",1081
358,3,"2007-12-20","Presento informe al 20/12/2007","En Ejecucion",1082
358,4,"2008-03-24","Presento Articulo cientifico al 20/03/2008","Culminado",1083
359,2,"2007-03-20","Nuevo al 20/03/2007","Nuevo",1084
359,3,"2007-06-19","Presento informe al 20/06/2007","En Ejecucion",1085
359,3,"2007-09-21","Presento informe al 20/09/2007","En Ejecucion",1086
359,3,"2007-12-20","Presento informe al 20/12/2007","En Ejecucion",1087
359,4,"2008-03-19","Presento A.C. al 20/03/2008","Culminado",1088
360,2,"2007-06-20","Nuevo al 20/06/2007","Nuevo",1089
360,3,"2007-09-21","Presento informe al 20/09/2007","En Ejecucion",1090
360,3,"2007-12-19","Presento informe al 20/12/2007","En Ejecucion",1091
360,3,"2008-03-18","Presento informe al 20/03/2008","En Ejecucion",1092
360,4,"2008-06-16","Presento Articulo Cientifico al 20/06/2008","Culminado",1093
361,2,"2007-06-20","Nuevo al 20/06/2007","Nuevo",1094
361,3,"2007-09-20","Presento informe al 20/09/2007","En Ejecucion",1095
361,3,"2007-12-20","Presento informe al 20/12/2007","En Ejecucion",1096
361,3,"2008-03-18","Presento informe al 20/03/2008","En Ejecucion",1097
361,3,"2008-06-20","Presento informe al 20/06/2008","En Ejecucion",1098
361,3,"2008-09-19","Presento informe al 20/09/2008","En Ejecucion",1099
361,3,"2008-12-22","Presento informe al 20/12/2008","En Ejecucion",1100
361,4,"2009-03-23","Presento informe final al 20/03/2009","Culminado",1101
362,2,"2008-06-26","Nuevo al 20/06/2008","Nuevo",1102
362,3,"2008-09-18","Presento informe al 20/09/2008","En Ejecucion",1103
362,3,"2008-12-16","Presento informe al 20/12/2008","En Ejecucion",1104
362,3,"2009-03-23","Presento informe al 20/03/2009","En Ejecucion",1105
362,4,"2009-06-19","Presento Articulo Cientifico al 20/06/2009","Culminado",1106
363,2,"2009-06-19","Nuevo al 20/06/2009","Nuevo",1107
363,3,"2009-09-21","Presento informe al 20/09/2009","En Ejecucion",1108
363,3,"2009-12-21","Presento informe al 20/12/2009","En Ejecucion",1109
363,3,"2010-03-25","Presento informe al 22/03/2010","En Ejecucion",1110
363,4,"2010-06-22","Presento informe final y Art. Cientif.al 21/06/2010","Culminado",1111
364,2,"2009-06-22","Nuevo al 20/06/2009","Nuevo",1112
364,3,"2009-12-21","Presento informe al 20/12/2009","En Ejecucion",1113
364,4,"2010-03-25","Presento informe final y art. cientif.al 22/03/2010","Culminado",1114
365,2,"2009-06-22","Nuevo al 20/06/2009","Nuevo",1115
365,3,"2009-09-22","Presento informe al 20/09/2009","En Ejecucion",1116
365,3,"2009-12-21","Presento informe al 20/12/2009","En Ejecucion",1117
365,3,"2010-03-25","Presento informe al 22/03/2010","En Ejecucion",1118
365,4,"2010-06-20","Culminado al 20-06-2010 presento :  -Informe final -Articulo cientifico","Culminado",9081
366,2,"2010-07-07","Nuevo al 21/06/2010","Nuevo",1119
366,3,"2010-09-20","Presento informe al 20/09/2010","En Ejecucion",1120
366,3,"2010-12-22","Presento informe al 20/12/2010","En Ejecucion",1121
366,4,"2011-03-21","Presento Art. Cientif. falta informe final al 18/03/2011","Culminado",1122
367,3,"2010-09-20","Presento informe al 20/09/2010","En Ejecucion",1123
367,3,"2010-12-22","Presento informe al 20/12/2010","En Ejecucion",1124
367,3,"2011-03-21","Presento informe al 18/03/2011","En Ejecucion",1125
367,3,"2011-06-21","Presento informe al 18/06/2011","En Ejecucion",1126
367,4,"2011-09-20","Presento informe final y Art. Cientif.al 18/09/2011","Culminado",1127
368,2,"2011-06-09","Nuevo al 18/06/2011","Nuevo",1128
368,3,"2011-09-21","Presento informe al 18/09/2011","En Ejecucion",1129
368,3,"2011-12-26","Presento informe al 18/12/2011","En Ejecucion",1130
368,3,"2012-06-22","Presento informe al 20/06/2012","En Ejecucion",1131
368,3,"2012-10-11","Presento informe al 20/09/2012","En Ejecucion",1132
368,3,"2013-06-21","Presento informe al 21/06/2013","En Ejecucion",1133
368,3,"2013-09-21","Presento informe + Solicitud de Ampliacion de un trimestre al 20/09/2013","En Ejecucion",1134
368,3,"2013-12-19","Presento informe al 20/12/2013","En Ejecucion",1135
368,3,"2014-03-24","Presento informe al 20/03/2014","En Ejecucion",1136
368,4,"2014-09-30","Presento informe final + Articulo Cientifico + CD-ROM al 19/09/2014","Culminado",1137
369,2,"2011-06-21","Nuevo al 18/06/2011","Nuevo",1138
369,3,"2011-09-20","Presento informe al 18/09/2011","En Ejecucion",1139
369,4,"2011-12-26","Presento informe Final + Art. Cient. al 18/12/2011","Culminado",1140
370,2,"2011-06-21","Nuevo al 18/06/2011","Nuevo",1141
370,3,"2011-09-20","Presento informe al 18/09/2011","En Ejecucion",1142
370,3,"2011-12-26","Presento informe al 18/12/2011","En Ejecucion",1143
370,3,"2012-03-19","Presento informe al 20/03/2012","En Ejecucion",1144
370,3,"2012-10-09","Presento informe al 20/09/2012","En Ejecucion",1145
370,4,"2012-12-18","Presento informe final y Art.cientif.+CDal 18/12/2012","Culminado",1146
371,2,"2011-06-21","Nuevo al 18/06/2011","Nuevo",1147
371,3,"2011-09-20","Presento informe al 18/09/2011","En Ejecucion",1148
371,3,"2011-12-29","Presento informe al 18/12/2011","En Ejecucion",1149
371,4,"2012-06-22","Presento Art.cient.falta inf.final al 20/06/2012","Culminado",1150
372,2,"2013-06-19","Nuevo al 21/06/2013","Nuevo",1151
372,3,"2013-09-23","Presento informe al 20/09/2013","En Ejecucion",1152
372,3,"2013-12-17","Presento informe al 20/12/2013","En Ejecucion",1153
372,3,"2014-03-24","Presento informe al 20/03/2014","En Ejecucion",1154
372,3,"2014-06-20","Presento informe al 20/06/2014","En Ejecucion",1155
372,3,"2014-09-22","Presento informe al 19/09/2014","En Ejecucion",1156
372,3,"2014-12-18","Presento informe al 19/12/2014","En Ejecucion",1157
372,3,"2015-03-20","Presento informe al 20/03/2015","En Ejecucion",1158
372,4,"2015-06-22","Presento informe final + Articulo Cientifico + CD-ROM al 19/06/2015","Culminado",1159
373,2,"2014-06-20","Nuevo al 20/06/2014","Nuevo",1160
373,3,"2014-12-18","Presento informe al 19/12/2014","En Ejecucion",1161
373,3,"2015-03-19","Presento informe al 20/03/2015","En Ejecucion",1162
373,4,"2015-06-22","Presento informe final + Articulo Cientifico + CD-ROM al 19/06/2015","Culminado",1163
374,2,"2015-06-03","Nuevo al 19/06/2015","Nuevo",1164
374,3,"2015-09-17","En Ejecucion al 17-09-2015 presento :  -Informe Trimestral","En Ejecucion",4650
374,3,"2015-12-17","En Ejecucion al 17-12-2015 presento :  -Informe Trimestral -Carta","En Ejecucion",5221
374,3,"2016-03-17","En Ejecucion al 17-03-2016 presento :  -Informe Trimestral -Carta","En Ejecucion",6394
374,3,"2016-06-22","En Ejecucion al 22-06-2016 presento :  -Informe Trimestral","En Ejecucion",7351
374,4,"2016-09-28","Culminado al 28-09-2016 presento :  -Informe final -Articulo cientifico -CD","Culminado",8025
375,2,"2015-06-22","Nuevo al 19/06/2015","Nuevo",1165
375,3,"2015-09-18","En Ejecucion al 18-09-2015 presento :  -Informe Trimestral","En Ejecucion",4663
375,3,"2015-12-18","En Ejecucion al 18-12-2015 presento :  -Informe Trimestral -Carta","En Ejecucion",5228
375,3,"2016-03-17","En Ejecucion al 17-03-2016 presento :  -Informe Trimestral -Carta","En Ejecucion",6271
375,3,"2016-03-17","En Ejecucion al 17-03-2016 presento :  -Informe Trimestral -Carta","En Ejecucion",6272
375,4,"2016-06-27","Culminado al 27-06-2016 presento :  -Informe final -Articulo cientifico -CD","Culminado",7450
376,2,"2015-06-22","Nuevo al 19/06/2015","Nuevo",1166
376,4,"2016-03-31","Culminado al 01-04-2016 presento :  -Informe Finall -Articulo Cientifico","Culminado",6396
377,2,"2015-06-19","Nuevo al 19/06/2015","Nuevo",1167
377,3,"2015-09-17","En Ejecucion al 17-09-2015 presento :  -Informe Trimestral","En Ejecucion",4745
377,3,"2015-09-18","En Ejecucion al 18-09-2015 presento :  -Informe Trimestral -Carta","En Ejecucion",4670
377,3,"2015-12-18","En Ejecucion al 18-12-2015 presento :  -Informe Trimestral -Carta","En Ejecucion",5218
377,4,"2015-12-31","Culminado al 31-12-2015 presento :  -Informe final -Articulo cientifico","Culminado",9079
377,3,"2016-03-31","En Ejecucion al 31-03-2016 presento :  -Informe Trimestral -Carta","En Ejecucion",6335
377,3,"2016-06-27","En Ejecucion al 27-06-2016 presento :  -Informe Trimestral -Carta Solicta ampliacion de 15 dias","En Ejecucion",7440
377,3,"2016-09-28","En Ejecucion al 28-09-2016 presento :  -INFORME N° 002-2016-FCEA-DUI-UNAS.TM.","En Ejecucion",8019
379,2,"2002-07-20","Inicio de investigacion","Nuevo",8516
379,4,"2003-09-10","Culminado al 10-09-2003 presento :  -Articulo cientifico","Culminado",8517
381,2,"2002-09-17","Inicio de investigacion","Nuevo",8188
381,4,"2003-09-19","Culminado al 19-09-2003 presento :  -Informe final","Culminado",8189
382,2,"2002-06-03","Inicio de investigacion","Nuevo",8179
382,4,"2003-06-20","Culminado al 20-06-2003 presento :  -Articulo cientifico","Culminado",8180
383,3,"2007-03-13","Presento informe al 18/12/2006","En Ejecucion",1168
383,3,"2007-03-21","Presento informe al 20/03/2007","En Ejecucion",1169
383,3,"2007-06-20","Presento informe al 20/06/2007","En Ejecucion",1170
383,3,"2007-09-25","No presento informe al 20/09/2007","En Ejecucion",1171
383,3,"2007-12-20","Presento informe al 20/12/2007","En Ejecucion",1172
383,3,"2008-03-24","Presento informe al 20/03/2008","En Ejecucion",1173
383,3,"2008-06-20","Presento informe al 20/06/2008","En Ejecucion",1174
383,4,"2008-09-24","Presento Articulo Cientifico al 20/09/2008","Culminado",1175
384,3,"2007-03-13","Presento informe al 18/12/2006","En Ejecucion",1176
384,4,"2007-03-21","Presento Articulo Cientifico al 20/03/2007","Culminado",1177
385,3,"2007-03-13","Presento informe al 18/12/2006","En Ejecucion",1178
385,3,"2007-03-20","Presento informe al 20/03/2007","En Ejecucion",1179
385,4,"2007-06-20","Presento informe final al 20/06/2007","Culminado",1180
385,4,"2007-09-21","Presento Articulo Cientifico al 20/09/2007","Culminado",1181
386,3,"2007-03-13","Presento carta solicitando 2 meses para presentar A.C. al 18/12/2006","En Ejecucion",1182
386,4,"2007-03-20","Culminado al 20-03-2007 presento :  -Informe final","Culminado",8439
386,3,"2007-03-21","Presento informe Final al 20/03/2007","En Ejecucion",1183
387,3,"2007-03-13","Presento informe al 18/12/2006","En Ejecucion",1184
387,3,"2007-03-20","Presento informe al 20/03/2007","En Ejecucion",1185
387,3,"2007-06-19","Presento informe al 20/06/2007","En Ejecucion",1186
387,3,"2007-09-18","Presento informe al 20/09/2007","En Ejecucion",1187
387,3,"2007-12-20","Presento informe al 20/12/2007","En Ejecucion",1188
387,3,"2008-03-19","Presento informe al 20/03/2008","En Ejecucion",1189
387,3,"2008-06-20","Presento informe al 20/06/2008","En Ejecucion",1190
387,4,"2008-09-22","Culminado al 20/09/2008 presento: Informe final","Culminado",1191
389,2,"2007-09-21","Nuevo al 20/09/2007","Nuevo",1196
389,3,"2007-12-18","Presento informe al 20/12/2007","En Ejecucion",1197
389,3,"2008-03-19","Presento informe al 20/03/2008","En Ejecucion",1198
389,3,"2008-06-20","Presento informe al 20/06/2008","En Ejecucion",1199
389,3,"2008-09-25","Presento informe al 20/09/2008","En Ejecucion",1200
389,4,"2008-12-22","Culminado al 22-12-2008 presento :  -Informe final","Culminado",6366
389,3,"2008-12-23","Presento informe al 20/12/2008","En Ejecucion",1201
390,2,"2008-08-06","Nuevo al 20/09/2008","Nuevo",1202
390,3,"2008-12-22","Presento informe al 20/12/2008","En Ejecucion",1203
390,4,"2009-03-25","Presento informe final (CD) al 20/03/2009","Culminado",1204
391,2,"2008-09-18","Nuevo al 20/09/2008","Nuevo",1205
391,3,"2009-03-19","Presento informe al 20/03/2009","En Ejecucion",1206
391,3,"2009-06-19","Presento informe al 20/06/2009","En Ejecucion",1207
391,3,"2009-09-22","Presento informe al 20/09/2009","En Ejecucion",1208
391,3,"2009-12-21","Presento informe al 20/12/2009","En Ejecucion",1209
391,3,"2010-03-22","Presento informe al 22/03/2010","En Ejecucion",1210
391,3,"2010-06-21","Presento informe al 21/06/2010","En Ejecucion",1211
391,3,"2010-09-20","Presento informe al 20/09/2010","En Ejecucion",1212
391,4,"2010-09-20","Culminado al 20-09-2010 presento :  -Informe final -Articulo cientifico","Culminado",9080
391,3,"2010-12-22","Presento informe al 20/12/2010","En Ejecucion",1213
392,2,"2008-09-24","Nuevo al 20/09/2008","Nuevo",1214
392,3,"2008-12-22","Presento informe al 20/12/2008","En Ejecucion",1215
392,3,"2009-03-23","Presento informe al 20/03/2009","En Ejecucion",1216
392,3,"2009-06-19","Presento informe al 20/06/2009","En Ejecucion",1217
392,4,"2009-09-22","Presento Articulo Cientifico al 20/09/2009","Culminado",1218
393,2,"2008-09-26","Nuevo al 20/09/2008","Nuevo",1219
393,3,"2008-12-23","Presento informe al 20/12/2008","En Ejecucion",1220
393,3,"2009-03-23","Presento informe al 20/03/2009","En Ejecucion",1226
393,3,"2009-06-19","Presento informe al 20/06/2009","En Ejecucion",1227
393,3,"2009-09-22","Presento informe al 20/09/2009","En Ejecucion",1228
393,3,"2009-12-22","Presento informe al 20/12/2009","En Ejecucion",1229
393,3,"2010-03-25","Presento informe al 22/03/2010","En Ejecucion",1230
393,3,"2010-06-25","Presento informe al 21/06/2010","En Ejecucion",1231
393,3,"2010-09-21","Presento informe al 20/09/2010","En Ejecucion",1232
393,3,"2010-12-22","Presento informe y solic. 2 trim. Inf. Final al 20/12/2010","En Ejecucion",1233
393,3,"2011-03-28","Presento informe al 18/03/2011","En Ejecucion",1221
393,3,"2011-06-27","Presento informe y solicita 1 trim. de ampl.al 18/06/2011","En Ejecucion",1222
393,3,"2011-09-27","Presento informe al 18/09/2011","En Ejecucion",1223
393,3,"2011-12-26","Presento informe solic. 2meses para Inf.Final al 18/12/2011","En Ejecucion",1224
393,3,"2012-06-22","Presento informe al 20/06/2012","En Ejecucion",1225
393,4,"2013-05-25","Culminado al 25-05-2013 presento :  -Informe final -Articulo cientifico","Culminado",8181
394,2,"2009-09-14","Nuevo al 20/09/2009","Nuevo",1234
394,3,"2009-12-21","Presento informe al 20/12/2009","En Ejecucion",1235
394,4,"2010-03-31","Culminado al 31-03-2010 presento :  -Informe final -Articulo cientifico","Culminado",9090
395,2,"2010-09-17","Nuevo al 20/09/2010","Nuevo",1236
395,3,"2010-12-16","Presento informe al 20/12/2010","En Ejecucion",1237
395,3,"2011-03-18","Presento informe al 18/03/2011","En Ejecucion",1238
395,3,"2011-06-17","Presento informe al 18/06/2011","En Ejecucion",1239
395,4,"2011-09-26","Presento informe final y Art.Cientif. al 18/09/2011","Culminado",1240
396,2,"2010-09-17","Nuevo al 20/09/2010","Nuevo",1241
396,3,"2010-12-22","Presento informe al 20/12/2010","En Ejecucion",1242
396,3,"2011-03-18","Presento informe al 18/03/2011","En Ejecucion",1243
396,3,"2011-06-17","Presento informe al 18/06/2011","En Ejecucion",1244
396,3,"2011-09-20","Presento informe al 18/09/2011","En Ejecucion",1245
396,4,"2011-12-21","Culminado al 21-12-2011 presento :  -Informe final -Articulo cientifico -CD","Culminado",6367
396,3,"2011-12-22","Presento informe al 18/12/2011","En Ejecucion",1246
397,2,"2010-09-17","Nuevo al 20/09/2010","Nuevo",1247
397,3,"2010-12-22","Presento informe al 20/12/2010","En Ejecucion",1248
397,3,"2011-03-18","Presento informe al 18/03/2011","En Ejecucion",1249
397,3,"2011-06-21","Presento informe al 18/06/2011","En Ejecucion",1250
397,3,"2011-09-21","Presento informe al 18/09/2011","En Ejecucion",1251
397,4,"2011-12-26","Presento informe final falta Art. Cientif.+CD al 18/12/2011","Culminado",1252
398,4,"2012-10-09","Presento informe final al 20/09/2012","Culminado",1253
401,2,"2012-10-10","Nuevo al 20/09/2012","Nuevo",1255
401,3,"2012-12-18","Presento informe al 18/12/2012","En Ejecucion",1256
401,3,"2013-06-21","Presento informe al 21/06/2013","En Ejecucion",1257
401,3,"2013-09-20","Presento informe al 20/09/2013","En Ejecucion",1258
401,3,"2013-12-19","Presento informe al 20/12/2013","En Ejecucion",1259
401,3,"2014-03-20","Presento informe al 20/03/2014","En Ejecucion",1260
401,3,"2014-06-20","Presento informe al 20/06/2014","En Ejecucion",1261
401,3,"2014-09-25","Presento informe al 19/09/2014","En Ejecucion",1262
401,3,"2016-09-29","En Ejecucion al 29-09-2016 presento :  -INFORME N° 002-2016-FCEA-DUI-UNAS.TM.","En Ejecucion",8024
401,3,"2017-03-29","En Ejecucion al 29-03-2017 presento :  -Informe Nro 001-2017-FCEA-DUI-UNAS.TM","En Ejecucion",8559
401,3,"2017-06-30","En Ejecucion al 30-06-2017 presento :  -Informe Trimestral -Carta","En Ejecucion",8677
401,6,"2019-07-24","Anulado al 24-07-2019","Anulado",9965
402,2,"2013-08-16","Nuevo al 20/09/2013","Nuevo",1263
402,3,"2013-12-19","Presento informe al 20/12/2013","En Ejecucion",1264
402,3,"2014-03-20","Presento informe al 20/03/2014","En Ejecucion",1265
402,3,"2014-06-20","Presento informe al 20/06/2014","En Ejecucion",1266
402,3,"2014-09-25","Presento informe al 19/09/2014","En Ejecucion",1267
402,3,"2014-12-17","Presento informe al 19/12/2014","En Ejecucion",1268
402,4,"2015-03-24","Presento informe final + articulo cientifico + CD-ROM al 20/03/2015","Culminado",1269
403,2,"2013-09-20","Nuevo al 20/09/2013","Nuevo",1270
403,4,"2014-03-31","Culminado al 31-03-2014 presento :  -Informe final -Articulo cientifico","Culminado",9095
403,3,"2015-12-22","En Ejecucion al 22-12-2015 presento :  -Informe Trimestral -Carta","En Ejecucion",5270
404,2,"2013-09-21","Nuevo al 20/09/2013","Nuevo",1271
404,3,"2013-12-17","Presento informe al 20/12/2013","En Ejecucion",1272
404,3,"2014-03-24","Presento informe al 20/03/2014","En Ejecucion",1273
404,3,"2014-06-19","Presento informe al 20/06/2014","En Ejecucion",1274
404,3,"2014-09-25","Presento informe al 19/09/2014","En Ejecucion",1275
404,3,"2014-12-18","Presento informe al 19/12/2014","En Ejecucion",1276
404,4,"2015-03-18","Presento info. final y Art. Cientif. CDROOM  al 20/03/2015","Culminado",1277
405,2,"2013-09-20","Nuevo al 20/09/2013","Nuevo",1278
405,3,"2013-12-18","Presento informe al 20/12/2013","En Ejecucion",1279
405,3,"2014-03-20","Presento informe al 20/03/2014","En Ejecucion",1280
405,3,"2014-06-20","Presento informe al 20/06/2014","En Ejecucion",1281
405,3,"2014-09-25","Presento informe al 19/09/2014","En Ejecucion",1282
405,3,"2014-12-18","Presento informe al 19/12/2014","En Ejecucion",1283
405,4,"2015-03-20","Presento informe final + articulo cientifico + CD-ROM al 20/03/2015","Culminado",1284
406,2,"2013-09-21","Nuevo al 20/09/2013","Nuevo",1285
406,3,"2013-12-18","Presento informe al 20/12/2013","En Ejecucion",1286
406,3,"2014-03-20","Presento informe al 20/03/2014","En Ejecucion",1287
406,3,"2014-06-20","Presento informe al 20/06/2014","En Ejecucion",1288
406,3,"2014-09-25","Presento informe al 19/09/2014","En Ejecucion",1289
406,3,"2014-12-18","Presento informe al 19/12/2014","En Ejecucion",1290
406,4,"2015-03-20","Culminado al 20-03-2015 presento :  -Informe final -Articulo cientifico -CD","Culminado",7157
411,2,"2004-12-21","Inicio de investigacion","Nuevo",7162
411,4,"2005-12-20","Culminado al 20-12-2005 presento :  -Informe final -Articulo cientifico","Culminado",7163
413,2,"2007-03-13","Nuevo al 18/12/2006","Nuevo",1291
413,3,"2007-03-21","Presento informe parcial al 20/03/2007","En Ejecucion",1292
413,3,"2007-06-19","Presento informe al 20/06/2007","En Ejecucion",1293
413,4,"2007-09-25","Presento informe final al 20/09/2007","Culminado",1294
414,3,"2007-03-13","Presento informe al 18/12/2006","En Ejecucion",1295
414,3,"2007-03-21","Presento informe parcial al 20/03/2007","En Ejecucion",1296
414,3,"2007-06-19","Presento informe al 20/06/2007","En Ejecucion",1297
414,3,"2007-09-21","Presento informe al 20/09/2007","En Ejecucion",1298
414,3,"2007-12-20","Presento informe al 20/12/2007","En Ejecucion",1299
414,3,"2008-03-24","Presento informe al 20/03/2008","En Ejecucion",1300
414,3,"2008-06-18","Presento informe al 20/06/2008","En Ejecucion",1301
414,4,"2008-09-19","Presento informe final  al 20/09/2008","Culminado",1302
415,2,"2008-12-12","Nuevo al 20/09/2008","Nuevo",1303
415,4,"2009-03-31","Culminado al 31-03-2009 presento :  -Informe final -Articulo cientifico","Culminado",9078
416,2,"2008-12-16","Nuevo al 20/12/2008","Nuevo",1304
416,3,"2009-03-24","Presento informe al 20/03/2009","En Ejecucion",1305
416,3,"2009-06-17","Presento informe al 20/06/2009","En Ejecucion",1306
416,3,"2009-09-22","Presento informe al 20/09/2009","En Ejecucion",1307
416,3,"2009-12-18","Presento informe al 20/12/2009","En Ejecucion",1308
416,3,"2010-03-22","Presento informe al 22/03/2010","En Ejecucion",1309
416,3,"2010-06-21","Presento informe al 21/06/2010","En Ejecucion",1310
416,4,"2010-09-20","Presento informe al 20/09/2010","Culminado",1311
417,2,"2009-12-17","Nuevo al 20/12/2009","Nuevo",1312
417,3,"2010-03-25","Presento informe al 22/03/2010","En Ejecucion",1313
417,3,"2010-06-22","Presento informe al 21/06/2010","En Ejecucion",1314
417,3,"2010-09-20","Presento informe al 20/09/2010","En Ejecucion",1315
417,3,"2010-12-22","Presento informe al 20/12/2010","En Ejecucion",1316
417,3,"2011-03-21","Presento informe al 18/03/2011","En Ejecucion",1317
417,3,"2011-06-17","Presento informe al 18/06/2011","En Ejecucion",1318
417,4,"2011-09-21","Presento Articulo Cientifico al 18/09/2011","Culminado",1319
418,2,"2009-12-18","Nuevo al 20/12/2009","Nuevo",1320
418,3,"2010-03-22","Presento informe al 22/03/2010","En Ejecucion",1321
418,3,"2010-06-22","Presento informe al 21/06/2010","En Ejecucion",1323
418,3,"2010-09-20","Presento informe al 20/09/2010","En Ejecucion",1324
418,3,"2010-12-22","Presento informe al 20/12/2010","En Ejecucion",1325
418,3,"2011-03-21","Presento informe al 18/03/2011","En Ejecucion",1326
418,3,"2011-06-21","Presento informe al 18/06/2011","En Ejecucion",1327
418,3,"2011-09-21","Presento informe al 18/09/2011","En Ejecucion",1328
418,3,"2011-12-22","Presento informe al 18/12/2011","En Ejecucion",1329
418,3,"2012-03-19","Presento informe al 20/03/2012","En Ejecucion",1330
418,3,"2012-06-22","Presento informe al 20/06/2012","En Ejecucion",1322
418,4,"2012-12-18","Presento informe final y Art. Cient.al 18/12/2012","Culminado",1331
419,2,"2010-12-13","Nuevo al 20/12/2010","Nuevo",1332
419,3,"2011-03-22","Presento informe al 18/03/2011","En Ejecucion",1333
419,3,"2011-06-21","Presento informe al 18/06/2011","En Ejecucion",1334
419,3,"2011-09-20","Presento informe al 18/09/2011","En Ejecucion",1335
419,3,"2012-03-20","Presento informe al 20/03/2012","En Ejecucion",1336
419,3,"2012-06-22","Presento informe al 20/06/2012","En Ejecucion",1337
419,3,"2012-10-09","Presento informe al 20/09/2012","En Ejecucion",1338
419,4,"2012-11-30","Culminado al 30-11-2012 presento :  -Informe final -Articulo cientifico","Culminado",9087
419,3,"2012-12-18","Presento informe al 18/12/2012","En Ejecucion",1339
419,3,"2013-03-20","Presento informe final al 21/03/2013","En Ejecucion",1340
420,2,"2010-12-13","Nuevo al 20/12/2010","Nuevo",1341
420,3,"2011-03-21","Presento informe al 18/03/2011","En Ejecucion",1342
420,3,"2011-06-21","Presento informe al 18/06/2011","En Ejecucion",1343
420,3,"2011-09-20","Presento informe al 18/09/2011","En Ejecucion",1344
420,3,"2011-12-26","Presento informe al 18/12/2011","En Ejecucion",1345
420,3,"2012-03-20","Presento informe al 20/03/2012","En Ejecucion",1346
420,3,"2012-06-18","Presento informe al 20/06/2012","En Ejecucion",1347
420,3,"2012-09-19","Presento informe al 20/09/2012","En Ejecucion",1348
420,3,"2012-12-18","Presento informe al 18/12/2012","En Ejecucion",1349
420,4,"2013-03-20","Presento informe final, Art. Cient. + CD al 21/03/2013","Culminado",1350
421,2,"2011-12-28","Nuevo al 18/12/2011","Nuevo",1351
421,3,"2012-03-20","Presento informe al 20/03/2012","En Ejecucion",1352
421,3,"2012-06-22","Presento informe al 20/06/2012","En Ejecucion",1353
421,3,"2012-09-19","Presento informe al 20/09/2012","En Ejecucion",1354
421,5,"2012-12-18","Presento carta solic. susp. temporal 1 trimestre  al 18/12/2012","Suspendido",1355
422,2,"2011-12-28","Nuevo al 18/12/2011","Nuevo",1356
422,4,"2012-03-31","Culminado al 31-03-2012 presento :  -Informe final -Articulo cientifico","Culminado",9086
422,3,"2012-06-22","Presento informe al 20/06/2012","En Ejecucion",1357
423,2,"2011-12-28","Nuevo al 18/12/2011","Nuevo",1358
423,3,"2012-03-19","Presento informe al 20/03/2012","En Ejecucion",1359
423,3,"2012-06-22","Presento informe al 20/06/2012","En Ejecucion",1360
423,3,"2012-09-19","Presento informe al 20/09/2012","En Ejecucion",1361
423,3,"2012-12-18","Presento informe al 18/12/2012","En Ejecucion",1362
423,4,"2013-08-01","Presento informe Final + Art. Cient. + CD al 20/09/2013","Culminado",1363
424,2,"2012-11-15","Nuevo al 18/12/2012","Nuevo",1364
424,4,"2013-09-20","Culminado al 20-09-2013 presento :  -Informe final -Articulo cientifico","Culminado",9077
425,2,"2012-12-18","Nuevo al 18/12/2012","Nuevo",1365
425,3,"2013-06-21","Presento informe al 21/06/2013","En Ejecucion",1366
425,3,"2013-09-20","Presento informe al 20/09/2013","En Ejecucion",1367
425,3,"2013-12-17","Presento informe al 20/12/2013","En Ejecucion",1368
425,3,"2014-03-20","Presento informe al 20/03/2014","En Ejecucion",1369
425,3,"2014-06-20","Presento informe al 20/06/2014","En Ejecucion",1370
425,4,"2014-12-17","Culminado al 17-12-2014 presento :  -Informe final -Articulo cientifico -CD","Culminado",5786
425,3,"2014-12-18","Presento informe final falta Art. Cientif. y CD-ROOM al 19/09/2014","En Ejecucion",1371
425,3,"2014-12-18","Presento Art.Cientif. al 19/12/2014","En Ejecucion",1372
426,2,"2013-12-17","Nuevo al 20/12/2013","Nuevo",1373
426,3,"2014-03-20","Presento informe al 20/03/2014","En Ejecucion",1374
426,3,"2014-06-20","Presento informe al 20/06/2014","En Ejecucion",1375
426,3,"2014-09-25","Presento informe al 19/09/2014","En Ejecucion",1376
426,3,"2014-12-12","Presento informe y solic. ampliac. un trim, pa ra Inf. Final y Art. Cientif.al 19/12/2014","En Ejecucion",1377
426,4,"2015-03-20","Presento informe final + articulo cientifico + CD-ROM al 20/03/2015","Culminado",1378
427,2,"2014-12-18","Nuevo al 19/12/2014","Nuevo",1379
427,3,"2015-03-19","Presento informe al 20/03/2015","En Ejecucion",1380
427,3,"2015-06-22","Presento informe al 19/06/2015","En Ejecucion",1381
